variety_name,crop_full,registrant,year,detail_url
DDV 10,Tobacco (Nicotiana tabacum L.),Dandeva Seed Services (T) Ltd,2014,https://www.tosci.go.tz/seed-varieties/ddv-10
DDV 42,Tobacco (Nicotiana tabacum L.),Dandeva Seed Services (T) Ltd,2014,https://www.tosci.go.tz/seed-varieties/ddv-42
DDV 43,Tobacco (Nicotiana tabacum L.),Dandeva Seed Services (T) Ltd,2014,https://www.tosci.go.tz/seed-varieties/ddv-43
DELTA F1,Cabbage,EASI SEEDS TANZANIA LTD,2025,https://www.tosci.go.tz/seed-varieties/delta-f1
Demon F1,Hot pepper (Capsicum annum L.),East West Seed,2023,https://www.tosci.go.tz/seed-varieties/demon-f1
DETROIT DARK RED,Beet root (Beta vulgaris L ),EASEED (T) LTD/SEEDCO TZ,2021,https://www.tosci.go.tz/seed-varieties/detroit-dark-red
DH 03,Maize (Zea mays L.),Kenya Seed Co. Ltd,2003,https://www.tosci.go.tz/seed-varieties/dh-03
DH 04,Maize (Zea mays L.),Kenya Seed Co. Ltd,2003,https://www.tosci.go.tz/seed-varieties/dh-04
DH01,Maize (Zea mays L.),Kenya Seed Co.,2002,https://www.tosci.go.tz/seed-varieties/dh01
DHAHABU TAMU,Sweetcorn (Zea mays ),AFRICASIA Seed CO. LTD,2021,https://www.tosci.go.tz/seed-varieties/dhahabu-tamu
DHANIA,Coriander (Coriandrum sativum  ),Regina Seeds,2021,https://www.tosci.go.tz/seed-varieties/dhania
Dibba F1,Tomato (Solanum lycopersicum),Continental Seeds Company Ltd,2024,https://www.tosci.go.tz/seed-varieties/dibba-f1
DK 8071,Maize (Zea mays L.),Monsonto Hybrid Seeds Co.,2001,https://www.tosci.go.tz/seed-varieties/dk-8071
DK777,Maize (Zea mays L.),MONSANTO TZ LTD,2018,https://www.tosci.go.tz/seed-varieties/dk777
DK8031,Maize (Zea mays L.),Monsanto Hybrid Seed Co,2002,https://www.tosci.go.tz/seed-varieties/dk8031
DK8051,Maize (Zea mays L.),Monsanto Hybrid Seed Co.,2002,https://www.tosci.go.tz/seed-varieties/dk8051
DKC 97-09,MAHINDI,Bayer Lifescience Tanzania Tz Ltd,2025,https://www.tosci.go.tz/seed-varieties/dkc-97-09
DKC80-33,Maize (Zea mays L.),Monsanto Tanzania Ltd,2019,https://www.tosci.go.tz/seed-varieties/dkc80-33
DKC80-53,Maize (Zea mays L.),Monsanto Tanzania Ltd,2019,https://www.tosci.go.tz/seed-varieties/dkc80-53
DKC80-73,Maize (Zea mays L.),Monsanto Tanzania Ltd,2019,https://www.tosci.go.tz/seed-varieties/dkc80-73
DKC90-53,Maize (Zea mays L.),Monsanto Tanzania Ltd,2019,https://www.tosci.go.tz/seed-varieties/dkc90-53
DKC90-89,Maize (Zea mays L.),Monsanto Tanzania Ltd,2011,https://www.tosci.go.tz/seed-varieties/dkc90-89
Dodoma,Cassava  (Manihot spp.),ARI Naliendele,2012,https://www.tosci.go.tz/seed-varieties/dodoma
DRAGON KING,Watermelon  (Citrullus lanatus    ),AFRICASIA SEED CO LTD,2021,https://www.tosci.go.tz/seed-varieties/dragon-king
DRD 8551,Tomato (Solanum lycopersicum),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/drd-8551
Dubai F1,Watermelon (Citrulus lanatus),Ayegro group Ltd,2024,https://www.tosci.go.tz/seed-varieties/dubai-f1
Duma (Durum),Wheat (Triticum aestivum.L),ARI Selian,1983,https://www.tosci.go.tz/seed-varieties/duma-durum
Duruti & Tengeru 2010,Tomato (Lycopersicon lycopersicum Mill.),HORTI Tengeru,2011,https://www.tosci.go.tz/seed-varieties/duruti-tengeru-2010
EAS 5019,Maize (Zea mays L.),East Africa Seed (T) Ltd,2019,https://www.tosci.go.tz/seed-varieties/eas-5019
EASH 1129,Maize (Zea mays L.),East Africa Seed Company,2020,https://www.tosci.go.tz/seed-varieties/eash-1129
EASH 1231,Maize (Zea mays L.),East Africa Seed Company,2020,https://www.tosci.go.tz/seed-varieties/eash-1231
EASH 902,Maize (Zea mays L.),East Africa Seed Company,2020,https://www.tosci.go.tz/seed-varieties/eash-902
EDEN,Tomato (Solanum lycopersicum),MONSANTO TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/eden
EDEN F1,Tomato (Solanum lycopersicum),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/eden-f1
EG 105 IS F1,Eggplant (Solanum melongena  ),INDAF SEED &TECHNOLOGY,2021,https://www.tosci.go.tz/seed-varieties/eg-105-is-f1
Ekon F1,Tomato (Solanum lycopersicum),Epinav Agricultural Solutions,2023,https://www.tosci.go.tz/seed-varieties/ekon-f1
EMERALD F1,Okra,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/emerald-f1
ENORME F1,Watermelon,EPINAV AGRICULTURAL SOLUTIONS,2025,https://www.tosci.go.tz/seed-varieties/enorme-f1
ERKUTOO,Mahindi,WAKULIMA,2025,https://www.tosci.go.tz/seed-varieties/irqutoo
ESCAZU,Cabbage (Brassica oleracea var. capitata  ),Syngenta Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/escazu
EXACT RZ,Letuce (Lactuca sativa  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/exact-rz
Fahari,Cow pea (Vigna unguiculata (L.) Walp.),ARI Ilonga,1978,https://www.tosci.go.tz/seed-varieties/fahari
FAHARI F1,Chinese cabbage (Brassica rapa  ),East West Seed (T)Limited,2021,https://www.tosci.go.tz/seed-varieties/fahari-f1
FAIDA 3104 F1,Watermelon  (Citrullus lanatus    ),Agrichem Africa Ltd,2021,https://www.tosci.go.tz/seed-varieties/faida-3104-f1
FAIDA 3169 F1,Watermelon  (Citrullus lanatus    ),Agrichem Africa Ltd,2021,https://www.tosci.go.tz/seed-varieties/faida-3169-f1
FAIDA F1 - 3104,Tomato (Solanum lycopersicum),AGRICHEM AFRIC,2021,https://www.tosci.go.tz/seed-varieties/faida-f1-3104
FALKOR F1,Sweet pepper (Capsicum annuum),BALTON Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/falkor-f1
Falme F1,Chinese Cabbage  (Brassica rapa),TASTA,2023,https://www.tosci.go.tz/seed-varieties/falme-f1
FANA F1,Tomato,BAP (T) ORGANIZATION,2025,https://www.tosci.go.tz/seed-varieties/fana-f1
FANAKA F1,Cabbage (Brassica oleracea var. capitata  ),East African Seeds (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/fanaka-f1
Fancy CS,Carrot (Daucus carota  ),CONTINENTAL SEEDS,2021,https://www.tosci.go.tz/seed-varieties/fancy-cs
FANTASTIC RZ F1,Eubergine (Solanum melongena),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/fantastic-rz-f1
Farasi F1,Tomato (Solanum lycopersicum),Ayegro group Ltd,2024,https://www.tosci.go.tz/seed-varieties/farasi-f1
FERRERA,Cauliflower (Brassica oleracea var. botrytis  ),BALTON Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/ferrera
Fibea,Bean (Phaseolus vulgaris L.),ARI Uyole,2012,https://www.tosci.go.tz/seed-varieties/fibea
FIRENZE,Tomato (Solanum lycopersicum),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/firenze
FLAT WHITE BOAR,Squash ( Cucurbita Maxima ),ETG,2021,https://www.tosci.go.tz/seed-varieties/flat-white-boar
FORDHOOK GIANT,Swiss chard   (Beta vulgaris),TASTA,2021,https://www.tosci.go.tz/seed-varieties/fordhook-giant
FORTESA,Tomato (Solanum lycopersicum),Rijk Zwaan Afrisem Ltd,2021,https://www.tosci.go.tz/seed-varieties/fortesa
GALILEA F1,Tomato (Solanum lycopersicum),BALTON TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/galilea-f1
GAMBIA,Sweet pepper (Capsicum annuum),East African Seeds (T) Ltd,2021,https://www.tosci.go.tz/seed-varieties/gambia
GEORGIA,Collards (Brassica oleraceae var. acephala  ),GUDKA TRADERS/ AFRICASIA / EAST AFRICAN SEEDS,2021,https://www.tosci.go.tz/seed-varieties/georgia
GLORIA F1,Cabbage (Brassica oleracea var. capitata  ),Syngenta Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/gloria-f1
GLORIA STAR,Cabbage (Brassica oleracea var. capitata  ),SYNGENTA TZ LTD,2022,https://www.tosci.go.tz/seed-varieties/gloria-star
GLORY,Cabbage (Brassica oleracea var. capitata  ),East African Seeds (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/glory
GLORY ENKHUIZEN,Cabbage (Brassica oleracea var. capitata  ),SEEDCO TZ Ltd.,2021,https://www.tosci.go.tz/seed-varieties/glory-enkhuizen
GLORY F1,Papaya,AFRICASIA SEED LTD,2025,https://www.tosci.go.tz/seed-varieties/glory-f1
GLORY OF ENKHUIZEN,Cabbage (Brassica oleracea var. capitata  ),SEEDCO TZ Ltd.,2021,https://www.tosci.go.tz/seed-varieties/glory-of-enkhuizen
GOAL,Garden beans (Phaseolus vulgaris  ),Hygrotech Seed,2021,https://www.tosci.go.tz/seed-varieties/goal
GOLDEN SUN F1,Sweet pepper (Capsicum annuum),BALTON Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/golden-sun-f1
GRACE F1,Sweet Pepper,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/grace-f1
Green finger,Okra (Abelmenchus esculantus),Balton Tanzania Ltd,2024,https://www.tosci.go.tz/seed-varieties/green-finger
GREEN GOLD F1,Sweet pepper (Capsicum annuum),East African Seeds (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/green-gold-f1
GREEN MAGIC F1,Pumpkin (Cucurbita pepo  ),BALTON TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/green-magic-f1
GREEN ROCKET,Chinese cabbage (Brassica rapa  ),East African Seeds (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/green-rocket
GREEN SPROUTING,Broccoli ( Brassica oleracea var. italica ),East African Seeds (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/green-sprouting
GREEN STAR F1,Okra (Abelmoschus esculentus  ),BALTON TZ LTD,2022,https://www.tosci.go.tz/seed-varieties/green-star-f1-2
GREEN ZUCCHINI,Squash ( Cucurbita Maxima ),SEEDCO TZ Ltd,2021,https://www.tosci.go.tz/seed-varieties/green-zucchini
GREY ZUCCHINI,Cucumber (Cucumis sativus  ),Pop Vriend (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/grey-zucchini
GS10,Garden beans ( Phaseolus vulgaris ),ARYSTA LIFE SCIENCE LTD,2022,https://www.tosci.go.tz/seed-varieties/gs10
H 1,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-1
H 11,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-11
H 13,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-13
H 14,Cashew (Anacardium occidentale L.),ARI -Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-14
H 15,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-15
H 16,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-16
H 18,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-18
H 2,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-2
H 22,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-22
H 23,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-23
H 25,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-25
H 28,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-28
H 29,Cashew (Anacardium occidentale L.),ARI -Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-29
H 3,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-3
H 30,Cashew (Anacardium occidentale L.),ARI Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-30
H 31,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-31
H 32,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-32
H 33,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-33
H 4,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-4
H 5,Cashew (Anacardium occidentale L.),ARI Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-5
H 6,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-6
H 7,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-7
H 8,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-8
H 9,Cashew (Anacardium occidentale L.),ARI –Naliendele,2014,https://www.tosci.go.tz/seed-varieties/h-9
H.11648,Sisal,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/h-11648
H513,Maize (Zea mays L.),Kenya Seed Co. Ltd,2001,https://www.tosci.go.tz/seed-varieties/h513
H614,Maize (Zea mays L.),EAC,1977,https://www.tosci.go.tz/seed-varieties/h614
H6213,Maize (Zea mays L.),Kibo Seed Co Ltd,2024,https://www.tosci.go.tz/seed-varieties/h6213
H622,Maize (Zea mays L),EAC/KARI/Kenya Seed Co.,1968,https://www.tosci.go.tz/seed-varieties/h622
H624,Maize (Zea mays L.),Kbo Seed Co Ltd,2024,https://www.tosci.go.tz/seed-varieties/h624
H628,Maize (Zea mays L.),Kenya Seed Co.,2002,https://www.tosci.go.tz/seed-varieties/h628
H6302,Maize (Zea mays L.),EAC,1976,https://www.tosci.go.tz/seed-varieties/h6302
HABIB,Hot pepper (Capsicum annuum ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/habib
Hakika,Sorghum (Sorghum bicolor (L.),ARI Ilonga,2002,https://www.tosci.go.tz/seed-varieties/hakika
Harmon F1,Hot pepper (Capsicum annum L.),Rijk Zwaan Afrisem Ltd,2023,https://www.tosci.go.tz/seed-varieties/harmon-f1
HARMONY F1,Tomato,EAST WEST SEED (T),2025,https://www.tosci.go.tz/seed-varieties/harmony-f1
Helianthus,Ornamental flower (Helianthus annuus),MULTIFLOWER,2023,https://www.tosci.go.tz/seed-varieties/helianthus
HERITAGE,Broccoli ( Brassica oleracea var. italica ),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/heritage
HILBERT RZ,Letuce (Lactuca sativa  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/hilbert-rz
Hope F1,Sweet pepper (Capsicum annum L.),Epinav Agricultural Solution,2023,https://www.tosci.go.tz/seed-varieties/hope-f1
HPH 1317,Maize (Zea mays L.),MATC,2017,https://www.tosci.go.tz/seed-varieties/hph-1317
HPH 1322,Maize (Zea mays L.),MATC,2017,https://www.tosci.go.tz/seed-varieties/hph-1322
HVCR-011,Carrot,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/hvcr-011
HVCR-015,Carrot,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/hvcr-015
HVCR-016,Carrot,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/hvcr-016
HVCR-029,Carrot,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/hvcr-029
HVCU-034,Cucumber,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/hvcu-034
HVOK-103,Okra,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/hvok-103
HVTM-031,Tomato,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/hvtm-031
HVTM-237,Tomato,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/hvtm-237
HVWM-047,Watermelon,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/hvwm-047
HYSUN 33,Sunflower (Helianthus annus L.),Advanta Seed Company Ltd,2015,https://www.tosci.go.tz/seed-varieties/hysun-33
ICW,Maize (Zea mays L.),ARI - Ilonga,1977,https://www.tosci.go.tz/seed-varieties/icw
IFSOY1,SOYA,IFFA Seed Co. Tanzania Ltd,2025,https://www.tosci.go.tz/seed-varieties/ifsoy1
ILANGA RZ F1,Sweet pepper (Capsicum annuum),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/ilanga-rz-f1
Ilomba,Bean (Phaseolus vulgaris L.),ARI Uyole,1990,https://www.tosci.go.tz/seed-varieties/ilomba
Ilonga-10-1M,Pigeon pea (Cajanus cajan),ARI Ilonga,2014,https://www.tosci.go.tz/seed-varieties/ilonga-10-1m
Ilonga-10-2M,Pigeon pea (Cajanus cajan),ARI Ilonga,2014,https://www.tosci.go.tz/seed-varieties/ilonga-10-2m
IMANI F1,Tomato (Solanum lycopersicum),BALTON TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/imani-f1-2
Imara,Green gram (Vigna radiata L.),ARI Ilonga,1982,https://www.tosci.go.tz/seed-varieties/imara
INDICA,Cabbage (Brassica oleracea var. capitata  ),East West Seed (T)Limited,2021,https://www.tosci.go.tz/seed-varieties/indica
INDRA,Pepper (Piper nigrum  ),Syngenta Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/indra
IR 22,Paddy (Oryza sativa),KATRIN,,https://www.tosci.go.tz/seed-varieties/ir-22
IR 54,Paddy (Oryza sativa),KATRIN,1980,https://www.tosci.go.tz/seed-varieties/ir-54
ITAI F1,Tomato (Solanum lycopersicum),EASI Seeds Tanzania Ltd,2024,https://www.tosci.go.tz/seed-varieties/itai-f1
Italian giant,Leek (Allium porrum  ),REGINA SEED LTD,2021,https://www.tosci.go.tz/seed-varieties/italian-giant
JAMBAR,Onion (Allium cepa L  ),MONSANTO TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/jambar
JAMBARAU,Egg plant,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/jambarau
JARRAH RZ F1,Tomato (Solanum lycopersicum),Rijk Zwaan Afrisem Ltd,2021,https://www.tosci.go.tz/seed-varieties/jarrah-rz-f1
JD64,Maize (Zea mays L.),JWD Agro Inputs Centre,2024,https://www.tosci.go.tz/seed-varieties/jd64
Jelly,Round Potato (Solanum tuberosum),Mtanga Foods Ltd,2017,https://www.tosci.go.tz/seed-varieties/jelly
JESCA,Bean (Phaseolus vulgaris L.),ARI Selian,1997,https://www.tosci.go.tz/seed-varieties/jesca
Jitihada,Sweet potatoes (Ipomea batatas L.),ARI Ukiriguru,2000,https://www.tosci.go.tz/seed-varieties/jitihada
Johari,Ground nut (Arachis hypogeae L.),ARI Naliendele,1985,https://www.tosci.go.tz/seed-varieties/johari
JOHARI F1,Hot pepper (Capsicum annuum ),East West Seed (T)Limited,2021,https://www.tosci.go.tz/seed-varieties/johari-f1
Joli,Wheat (Triticum aestivum.L),ARI Selian,1977,https://www.tosci.go.tz/seed-varieties/joli
Juhudi No:1,Wheat (Triticum aestivum.L),TANWAT,1987,https://www.tosci.go.tz/seed-varieties/juhudi-no-1
JULIANA F1,Watermelon  (Citrullus lanatus    ),KIBO SEEDS Co. Ltd.,2021,https://www.tosci.go.tz/seed-varieties/juliana-f1
JUPITA F1,Cucumber (Cucumis sativus),Vetagro EA Ltd,2024,https://www.tosci.go.tz/seed-varieties/jupita-f1
K 326,Tobacco (Nicotiana tabacum L.),Tanzania Leaf Tobacco Company,2006,https://www.tosci.go.tz/seed-varieties/k-326
K6Q,Maize (Zea mays L.),Aminata Quality Seed and Consultancy  Ltd,2013,https://www.tosci.go.tz/seed-varieties/k6q
Kabanima,,ARI Uyole,1980,https://www.tosci.go.tz/seed-varieties/kabanima
Kabode,Sweet potatoes (Ipomea batatas L.),ARI – Ukiriguru,2017,https://www.tosci.go.tz/seed-varieties/kabode
Kagera F1,Watermelon (Citrulus lanatus),EASI SEEDS T LTD,2023,https://www.tosci.go.tz/seed-varieties/kagera-f1
Kakamega,Sweet potatoes (Ipomea batatas L.),ARI – Ukiriguru,2013,https://www.tosci.go.tz/seed-varieties/kakamega
KALAMATA,Mpunga,TANZANIA AGRICULTURAL RESEARCH INSTITUTE,2025,https://www.tosci.go.tz/seed-varieties/kalamata
Kame,Barley (Hordeum vulgare L.),TBL,2004,https://www.tosci.go.tz/seed-varieties/kame
Karatu-1,Pigeon pea (Cajanus cajan),ARI Ilonga,2014,https://www.tosci.go.tz/seed-varieties/karatu-1
KARIBO,Cabbage (Brassica oleracea var. capitata  ),East African Seeds (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/karibo
Kasala,Cassava  (Manihot spp.),ARI-Ukiriguru,2009,https://www.tosci.go.tz/seed-varieties/kasala
Kaspidi,Maize (Zea mays L.),IFFA Seed Company Ltd,2016,https://www.tosci.go.tz/seed-varieties/kaspidi
KATRIN,Paddy (Oryza sativa),KATRIN,,https://www.tosci.go.tz/seed-varieties/katrin
Katumani,Maize (Zea mays L),KARI - Katumani,1950,https://www.tosci.go.tz/seed-varieties/katumani
KAVERI 254 F1,Sweet pepper (Capsicum annuum),East West Seed (T)Limited,2021,https://www.tosci.go.tz/seed-varieties/kaveri-254-f1
KAZINGA RZ F1,African eggplant (Solanum aethiopicum),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/kazinga-rz-f1
KAZURI F1,Watermelon  (Citrullus lanatus    ),East African Seeds (T) Ltd,2021,https://www.tosci.go.tz/seed-varieties/kazuri-f1
KCLRHODES,Boma Rhodes (Chloris gayana),Kibo Seed Co Ltd,2024,https://www.tosci.go.tz/seed-varieties/kclrhodes
KENGELE F1,Sweet pepper (Capsicum annuum),BALTON Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/kengele-f1
KENIA RZ,Letuce (Lactuca sativa  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/kenia-rz
Kenya Fedha,Sunflower (Helianthus annus L.),Kenya Seed Co. Ltd,2006,https://www.tosci.go.tz/seed-varieties/kenya-fedha
KERIKO RZ 81,African eggplant (Solanum aethiopicum),Rijik Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/keriko-rz-81
KESHAV F1,Watermelon  (Citrullus lanatus    ),BEULA SEED COMPANY,2022,https://www.tosci.go.tz/seed-varieties/keshav-f1
KH 500-  43A,Maize (Zea mays L.),East Africa Seed (T) Ltd,2014,https://www.tosci.go.tz/seed-varieties/kh-500-43a
KH 600-15A,Maize (Zea mays L.),East Africa Seed (T) Ltd,2012,https://www.tosci.go.tz/seed-varieties/kh-600-15a
Kibaha,Cassava  (Manihot spp.),SRI Kibaha,,https://www.tosci.go.tz/seed-varieties/kibaha
Kibo,Barley (Hordeum vulgare L.),ARI Selian,1991,https://www.tosci.go.tz/seed-varieties/kibo
Kibo Star F1,Tomato (Solanum lycopersicum),East West Seed,2023,https://www.tosci.go.tz/seed-varieties/kibo-star-f1
Kiboko,Tomato (Lycopersicon lycopersicum Mill.),HORTI Tengeru,2008,https://www.tosci.go.tz/seed-varieties/kiboko-2
KIBOKO F1,Cabbage (Brassica oleracea var. capitata  ),Ultravetis Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/kiboko-f1
KIDE F1,Watermelon  (Citrullus lanatus    ),ARYSTA LIFESCIENCE LTD,2022,https://www.tosci.go.tz/seed-varieties/kide-f1
Kiegea,Sweet potatoes (Ipomea batatas L.),ARI Kibaha,2011,https://www.tosci.go.tz/seed-varieties/kiegea
KIJANI F1,Okra (Abelmoschus esculentus  ),BALTON Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/kijani-f1
KIJANI KIZURI,Okra (Abelmoschus esculentus  ),AFRICASIA Seed CO. LTD,2021,https://www.tosci.go.tz/seed-varieties/kijani-kizuri
Kikatiti,Bean (Phaseolus vulgaris L.),Sokoine University Of Agriculture,2024,https://www.tosci.go.tz/seed-varieties/kikatiti
KILELE,Tomato (Solanum lycopersicum),Syngenta Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/kilele
Kilima St,Maize (Zea mays L.),ARI - Ilonga,1983,https://www.tosci.go.tz/seed-varieties/kilima-st
Kimbo F1,Sweet pepper (Capsicum annum L.),Epinav Agricultural Solution,2023,https://www.tosci.go.tz/seed-varieties/kimbo-f1
KIPATO,Tomato (Solanum lycopersicum),East West Seed (T)Limited,2021,https://www.tosci.go.tz/seed-varieties/kipato
Kipusa,Cassava  (Manihot spp.),ARI Kibaha,2014,https://www.tosci.go.tz/seed-varieties/kipusa
Kiroba,Cassava  (Manihot spp.),SRI Kibaha,2004,https://www.tosci.go.tz/seed-varieties/kiroba
Kisongo,Maize (Zea mays L.),IFFA Seed Company Ltd,2016,https://www.tosci.go.tz/seed-varieties/kisongo
KITO F1,Watermelon  (Citrullus lanatus    ),SEEDCO TZ Ltd.,2021,https://www.tosci.go.tz/seed-varieties/kito-f1
Kizimbani,Cassava  (Manihot spp.),ARI Kibaha,2014,https://www.tosci.go.tz/seed-varieties/kizimbani
KKS 501,Maize (Zea mays L.),Andrew Henderson,2019,https://www.tosci.go.tz/seed-varieties/kks-501
KKS 507,Maize (Zea mays L.),Andrew Henderson,2019,https://www.tosci.go.tz/seed-varieties/kks-507
KKS 603,Maize (Zea mays L.),Andrew Henderson,2019,https://www.tosci.go.tz/seed-varieties/kks-603
KKS3864,Lucerne (Medicago sativa),Kibo Seed Co Ltd,2024,https://www.tosci.go.tz/seed-varieties/kks3864
KLEE RZ,Letuce (Lactuca sativa  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/klee-rz
Komboa,Pigeon pea (Cajanus cajan),ARI Ilonga,1999,https://www.tosci.go.tz/seed-varieties/komboa
Komboka,Paddy (Oryza sativa),KATRIN,2012,https://www.tosci.go.tz/seed-varieties/komboka
Kozi,Wheat (Triticum aestivum.L),ARI Selian,1977,https://www.tosci.go.tz/seed-varieties/kozi
KP 423-1,Coffee (Coffea arabica),TaCRI,2005,https://www.tosci.go.tz/seed-varieties/kp-423-1
KP 423-3,Coffee (Coffea arabica),TaCRI,2005,https://www.tosci.go.tz/seed-varieties/kp-423-3
KP423-2  (Arabica),Coffee (Coffea arabica),TaCRI,2011,https://www.tosci.go.tz/seed-varieties/kp423-2-arabica
Krishna  Hybrid-2,Maize (Zea mays L.),Krishna Seed Company Ltd,2016,https://www.tosci.go.tz/seed-varieties/krishna-hybrid-2
Krishna Hybrid-1,Maize (Zea mays L.),Krishna Seed Company Ltd,2016,https://www.tosci.go.tz/seed-varieties/krishna-hybrid-1
KRISTINE RZ,Letuce (Lactuca sativa  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/kristine-rz
